occurrence_no,reference_no,ref_author,ref_pubyr,paper_title,paper_authors,paper_publication_year,author_institutions,paper_abstract,enrichment_sources,best_match_score
915769,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
919070,27370,Briggs 1998,1998,Permian Productidina and Strophalosiidina from the Sydney-Bowen Basin and New England Orogen: systematics and biostratigraphic significance,D. J. C. Briggs,1998,,,pbdb_ref,0.503
919976,27374,Campbell 1960,1960,The brachiopod genera Ingelarella and Notospirifer in the Permian of Queensland,K.S.W. Campbell,1960,,The genera Ingelarella and Notospirifer are widespread throughout the Permian of eastern Australia. Previously described species now assigned to these genera are examined. Eight new species are described from the Springsure shelf and the northern end of the Bowen basin.,pbdb_ref;openalex,1.000
919977,27374,Campbell 1960,1960,The brachiopod genera Ingelarella and Notospirifer in the Permian of Queensland,K.S.W. Campbell,1960,,The genera Ingelarella and Notospirifer are widespread throughout the Permian of eastern Australia. Previously described species now assigned to these genera are examined. Eight new species are described from the Springsure shelf and the northern end of the Bowen basin.,pbdb_ref;openalex,1.000
919979,27374,Campbell 1960,1960,The brachiopod genera Ingelarella and Notospirifer in the Permian of Queensland,K.S.W. Campbell,1960,,The genera Ingelarella and Notospirifer are widespread throughout the Permian of eastern Australia. Previously described species now assigned to these genera are examined. Eight new species are described from the Springsure shelf and the northern end of the Bowen basin.,pbdb_ref;openalex,1.000
919990,27372,Campbell 1961,1961,New species of the Permian spiriferoides Ingelarella and Notospirifer from Queensland and their stratigraphic implications,K.S.W. Campbell,1961,,,pbdb_ref,0.445
919991,27372,Campbell 1961,1961,New species of the Permian spiriferoides Ingelarella and Notospirifer from Queensland and their stratigraphic implications,K.S.W. Campbell,1961,,,pbdb_ref,0.445
920029,27372,Campbell 1961,1961,New species of the Permian spiriferoides Ingelarella and Notospirifer from Queensland and their stratigraphic implications,K.S.W. Campbell,1961,,,pbdb_ref,0.445
920030,27372,Campbell 1961,1961,New species of the Permian spiriferoides Ingelarella and Notospirifer from Queensland and their stratigraphic implications,K.S.W. Campbell,1961,,,pbdb_ref,0.445
920031,27372,Campbell 1961,1961,New species of the Permian spiriferoides Ingelarella and Notospirifer from Queensland and their stratigraphic implications,K.S.W. Campbell,1961,,,pbdb_ref,0.445
920032,27372,Campbell 1961,1961,New species of the Permian spiriferoides Ingelarella and Notospirifer from Queensland and their stratigraphic implications,K.S.W. Campbell,1961,,,pbdb_ref,0.445
920203,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920204,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920205,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920206,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920207,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920208,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920209,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920210,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920211,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920212,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920213,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920214,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920215,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920216,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920217,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920218,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920219,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920220,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920221,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920222,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920223,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920224,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920225,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920226,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920227,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920228,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920229,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920230,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920231,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920232,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920233,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920234,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920235,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920236,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920395,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920396,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920397,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920398,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920399,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920401,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920402,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920403,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920404,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920405,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920406,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920408,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920409,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920410,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920411,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920412,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920413,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920414,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920415,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920416,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920417,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920418,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
920419,35115,Waterhouse and Jell 1983,1983,"The sequence of Permian rocks and faunas near Exmoor Homestead south of Collinsville, north Bowen Basin",J. B. Waterhouse; J. S. Jell,1983,,,pbdb_ref,0.466
